card_id,client_id,account_id,card_number,card_holder_name,expiry_date,cvv,card_type,card_level,status,issue_date
694,1607,5184,4699 8692 7009 2454,Leslie Goodwin,2028-05-26,693,DEBIT,PLATINUM,EXPIRED,2025-05-27
695,1592,7539,4945 8093 5521 3365,Anna Alvarez,2026-11-22,288,DEBIT,PLATINUM,ACTIVE,2023-11-23
696,1453,1339,4319 2952 4083 3565,Andrew Barber,2026-03-13,842,CREDIT,STANDARD,ACTIVE,2023-03-14
697,1885,1129,4901 7973 2826 9729,Joyce Steele,2028-09-03,468,CREDIT,GOLD,LOST,2025-09-04
698,1191,4101,4786 4630 6767 4397,Annette Davis,2028-03-04,259,CREDIT,STANDARD,BLOCKED,2025-03-05
699,2426,4632,4940 9590 2391 5095,Scott Hamilton,2028-07-11,501,CREDIT,STANDARD,LOST,2025-07-12
700,2568,5614,4533 5763 2511 1768,Jason Allen,2027-08-08,810,DEBIT,PLATINUM,BLOCKED,2024-08-08
701,2709,6004,4946 7570 5892 3203,Kevin Smith,2028-09-18,985,DEBIT,STANDARD,ACTIVE,2025-09-19
702,1096,686,4176 5053 5577 1719,James Hunter,2028-11-01,723,CREDIT,STANDARD,ACTIVE,2025-11-02
703,511,4446,4993 5318 4765 3627,Cindy Green,2028-10-20,985,DEBIT,STANDARD,ACTIVE,2025-10-21
704,1598,890,4628 1213 6918 9186,Amber Thomas,2026-11-24,393,CREDIT,GOLD,ACTIVE,2023-11-25
705,2212,3210,4892 1965 1519 8790,Cody Hunter,2028-10-26,794,DEBIT,GOLD,BLOCKED,2025-10-27
706,2586,6559,4355 7740 7061 8305,Kyle Jimenez,2028-10-13,564,DEBIT,GOLD,EXPIRED,2025-10-14
707,450,1351,4291 4667 5397 5262,Angela Boyle,2028-06-10,472,DEBIT,STANDARD,LOST,2025-06-11
708,746,2471,4104 2717 7140 6003,Danielle Ruiz,2028-08-31,253,CREDIT,STANDARD,EXPIRED,2025-09-01
709,2928,1369,4202 1281 6728 1805,Jesus Peters,2027-07-29,330,CREDIT,STANDARD,ACTIVE,2024-07-29
710,562,5855,4257 4947 8632 1891,Michael Frye,2028-09-02,678,CREDIT,STANDARD,ACTIVE,2025-09-03
711,906,3188,4002 8762 8513 5983,Jennifer Valencia,2027-11-21,523,DEBIT,GOLD,LOST,2024-11-21
712,188,2648,4727 4270 9863 5832,Deborah Allen,2027-07-08,314,DEBIT,GOLD,LOST,2024-07-08
713,740,7982,4097 1742 8040 3394,Abigail Alexander,2028-09-17,317,CREDIT,PLATINUM,LOST,2025-09-18
714,79,80,4738 7829 5607 5112,Donald Wells,2028-09-21,177,CREDIT,GOLD,LOST,2025-09-22
715,596,661,4589 1590 2765 9419,Dennis Kelly,2027-08-26,413,DEBIT,STANDARD,ACTIVE,2024-08-26
716,2711,106,4598 7432 1538 5590,Heidi Perez,2028-10-18,532,DEBIT,STANDARD,BLOCKED,2025-10-19
717,2432,7789,4189 9497 5845 7128,Mary Stout,2027-09-04,928,CREDIT,GOLD,ACTIVE,2024-09-04
718,2621,4190,4553 1915 4659 4731,Brian Edwards,2028-10-17,711,DEBIT,GOLD,EXPIRED,2025-10-18
719,2630,2402,4966 2194 3248 6356,Cynthia Williams,2027-05-26,205,CREDIT,PLATINUM,ACTIVE,2024-05-26
720,1089,2527,4012 8159 7283 7347,Kristopher King,2028-09-30,132,DEBIT,GOLD,BLOCKED,2025-10-01
721,1556,5983,4172 1892 1911 8436,Kelli Moore,2028-10-18,565,DEBIT,PLATINUM,ACTIVE,2025-10-19
722,1807,132,4937 3645 7290 6976,Stacy Mann,2026-08-24,971,CREDIT,PLATINUM,EXPIRED,2023-08-25
723,1560,1835,4111 5058 3831 6224,Brandon Leach,2028-10-20,335,CREDIT,STANDARD,ACTIVE,2025-10-21
724,2469,1043,4529 1177 4587 5463,Geoffrey Hudson,2028-07-15,406,CREDIT,GOLD,LOST,2025-07-16
725,2687,5437,4039 3666 9572 3346,William Murray,2028-04-04,385,DEBIT,GOLD,BLOCKED,2025-04-05
726,244,6354,4749 2541 9540 4140,Kelly Ruiz,2028-07-01,573,CREDIT,PLATINUM,BLOCKED,2025-07-02
727,2666,6566,4471 2453 2672 6359,Amanda Ramos,2028-04-10,241,CREDIT,GOLD,BLOCKED,2025-04-11
728,1432,6353,4179 3657 2053 7689,Travis Dean,2028-10-25,406,CREDIT,GOLD,LOST,2025-10-26
729,1995,5584,4402 1706 4366 1748,Robert Bolton,2028-08-13,265,CREDIT,GOLD,LOST,2025-08-14
730,2871,2830,4868 4474 3178 5127,Allison Lopez,2028-10-28,229,CREDIT,PLATINUM,EXPIRED,2025-10-29
731,31,170,4055 7679 8544 6683,Alexa Wise,2028-02-22,428,DEBIT,STANDARD,ACTIVE,2025-02-22
732,844,7688,4471 2738 9970 2031,Jaime Richard,2028-07-16,371,DEBIT,STANDARD,EXPIRED,2025-07-17
733,2501,7678,4265 1869 9014 2372,Michael Barton,2028-11-01,368,DEBIT,GOLD,EXPIRED,2025-11-02
734,181,5455,4542 9803 5891 1552,Taylor Ortiz,2028-06-21,628,DEBIT,STANDARD,BLOCKED,2025-06-22
735,2414,6118,4321 3858 3694 2297,Robert Adams,2028-09-21,254,CREDIT,GOLD,BLOCKED,2025-09-22
736,2797,1236,4223 7901 4565 7087,Daniel Gallagher,2028-07-09,836,CREDIT,STANDARD,BLOCKED,2025-07-10
737,1623,4909,4788 5686 3792 8834,Stephen Santos,2028-02-03,412,DEBIT,PLATINUM,ACTIVE,2025-02-03
738,1754,7015,4577 5286 4001 1119,Amanda Guzman,2028-09-29,285,DEBIT,GOLD,EXPIRED,2025-09-30
739,816,5205,4436 9443 9469 4072,Tricia Hunt,2028-06-18,627,CREDIT,GOLD,EXPIRED,2025-06-19
740,945,1697,4674 1539 2255 4164,Travis Williams,2028-08-25,485,CREDIT,STANDARD,LOST,2025-08-26
741,995,3733,4451 6632 5993 1463,Russell Stevens,2028-09-05,370,CREDIT,GOLD,BLOCKED,2025-09-06
742,1485,3603,4079 1129 6376 3547,Christopher Brown,2028-10-30,901,DEBIT,PLATINUM,BLOCKED,2025-10-31
743,1550,6919,4555 7667 1541 1138,George Ingram,2028-06-13,878,CREDIT,STANDARD,BLOCKED,2025-06-14
744,1215,5746,4387 7881 3276 9469,Tracey Ryan,2028-10-27,372,DEBIT,GOLD,LOST,2025-10-28
745,2633,4154,4756 7717 9292 9597,Laura Johnson,2028-09-08,193,DEBIT,GOLD,ACTIVE,2025-09-09
746,1308,4060,4070 4308 9044 1615,William Schultz,2026-01-15,487,DEBIT,PLATINUM,ACTIVE,2023-01-16
747,2928,7607,4197 6037 2907 2417,Jesus Peters,2026-08-02,307,DEBIT,GOLD,ACTIVE,2023-08-03
748,667,6821,4879 7916 5386 5766,Andrea Stevenson,2028-10-20,940,CREDIT,STANDARD,BLOCKED,2025-10-21
749,1783,4979,4613 7510 4912 8768,Misty Mora,2027-11-11,741,CREDIT,PLATINUM,BLOCKED,2024-11-11
750,2889,6371,4079 1904 8222 1282,Kelly Stevens,2028-10-31,814,CREDIT,STANDARD,LOST,2025-11-01
751,557,4051,4714 1899 5730 7748,Michelle Miller,2028-04-22,284,DEBIT,STANDARD,BLOCKED,2025-04-23
752,1401,6704,4421 7553 6237 8857,Kimberly Jones,2027-06-06,401,CREDIT,GOLD,BLOCKED,2024-06-06
753,2060,2707,4544 1430 7073 5291,Steven Lee,2027-12-17,447,DEBIT,GOLD,EXPIRED,2024-12-17
754,505,7917,4031 4118 5418 8134,Joseph Huber,2028-07-14,584,DEBIT,GOLD,BLOCKED,2025-07-15
755,1672,6004,4985 3458 9392 3951,Wendy Carey,2027-05-17,708,DEBIT,GOLD,BLOCKED,2024-05-17
756,1041,2693,4097 3086 7551 3261,Brooke Brooks,2028-07-16,702,DEBIT,GOLD,ACTIVE,2025-07-17
757,2822,2421,4052 6590 4777 4433,Kiara Moore,2026-10-29,953,CREDIT,STANDARD,ACTIVE,2023-10-30
758,98,2947,4460 9072 5913 7226,Maurice Moore,2028-07-17,640,CREDIT,PLATINUM,LOST,2025-07-18
759,2387,1154,4996 4240 1667 8080,Gregg Whitehead,2028-06-29,299,CREDIT,STANDARD,LOST,2025-06-30
760,365,222,4091 6085 5618 5532,Dawn Espinoza,2028-08-22,571,CREDIT,GOLD,ACTIVE,2025-08-23
761,1517,1926,4498 3867 8439 1547,Sharon Fisher,2026-11-15,226,CREDIT,PLATINUM,EXPIRED,2023-11-16
762,1461,2046,4747 1939 2493 9573,Thomas Newman,2028-10-28,602,CREDIT,GOLD,BLOCKED,2025-10-29
763,22,1614,4468 2507 2871 6338,Matthew Ayers,2027-09-12,920,CREDIT,PLATINUM,ACTIVE,2024-09-12
764,293,7734,4699 2970 4728 4340,Joshua Mendez,2027-04-07,715,CREDIT,PLATINUM,LOST,2024-04-07
765,522,4873,4048 2485 6551 8524,Brandon Miller,2028-10-30,201,CREDIT,PLATINUM,BLOCKED,2025-10-31
766,1050,4764,4949 3427 9074 6741,Laura Ortiz,2026-07-29,126,DEBIT,PLATINUM,BLOCKED,2023-07-30
767,638,2328,4579 6048 9883 4596,Regina Chambers,2027-03-20,581,CREDIT,STANDARD,LOST,2024-03-20
768,2558,7655,4231 1462 9158 4508,Paula Trujillo,2028-10-30,887,DEBIT,STANDARD,BLOCKED,2025-10-31
769,1368,7313,4341 5038 3900 8134,Alexander Powers,2028-09-30,813,CREDIT,GOLD,BLOCKED,2025-10-01
770,2002,1462,4580 3344 6418 8376,Ralph Miller,2028-05-19,343,DEBIT,STANDARD,LOST,2025-05-20
771,272,2782,4794 1466 8156 7650,Stephen Peters,2028-06-22,103,DEBIT,PLATINUM,EXPIRED,2025-06-23
772,1624,4966,4824 6619 9807 1248,Charles Allen,2028-08-22,553,DEBIT,PLATINUM,BLOCKED,2025-08-23
773,2267,6799,4569 9828 7875 8067,Jeremy Mccarthy,2027-10-06,563,DEBIT,PLATINUM,EXPIRED,2024-10-06
774,1808,1299,4507 1149 4220 4088,Lisa Lopez,2028-03-30,610,DEBIT,GOLD,LOST,2025-03-31
775,2376,6563,4314 4545 9932 2915,John Cole,2027-09-06,183,CREDIT,STANDARD,BLOCKED,2024-09-06
776,957,4802,4908 6055 5962 3195,Eric Schultz,2027-09-10,167,DEBIT,STANDARD,EXPIRED,2024-09-10
777,2248,2642,4159 9805 8410 7945,Melanie Cooper,2027-12-24,531,CREDIT,GOLD,ACTIVE,2024-12-24
778,2899,647,4900 6264 7123 4971,Brandy Ortiz,2028-10-02,789,DEBIT,PLATINUM,ACTIVE,2025-10-03
779,2432,4853,4251 6203 7682 5512,Mary Stout,2028-06-04,917,DEBIT,STANDARD,ACTIVE,2025-06-05
780,113,224,4108 7031 7532 2507,Daniel Matthews,2028-10-18,572,DEBIT,STANDARD,ACTIVE,2025-10-19
781,1336,7655,4634 4927 2694 2150,Heather Gardner,2028-10-19,973,CREDIT,GOLD,LOST,2025-10-20
782,1165,2074,4813 6142 5188 7143,Jordan Allen,2028-06-29,683,DEBIT,PLATINUM,LOST,2025-06-30
783,833,406,4097 1003 9672 1952,John Cook,2028-01-14,524,CREDIT,GOLD,LOST,2025-01-14
784,2749,5593,4279 7533 5397 8456,Nicole Gonzalez,2025-11-23,428,DEBIT,STANDARD,EXPIRED,2022-11-24
785,119,2426,4902 7817 6225 6005,James Vasquez,2028-09-10,373,DEBIT,STANDARD,ACTIVE,2025-09-11
786,189,5529,4320 9143 8141 5976,Joel Liu,2028-08-25,462,CREDIT,STANDARD,BLOCKED,2025-08-26
787,1331,4163,4034 4784 2123 8529,Mark Gallagher,2028-10-24,655,CREDIT,PLATINUM,ACTIVE,2025-10-25
788,1619,3872,4096 8938 7519 1719,Jennifer Moreno,2028-08-11,733,CREDIT,GOLD,LOST,2025-08-12
789,16,3729,4423 3753 9883 6758,Christopher Reed,2028-06-21,845,CREDIT,STANDARD,BLOCKED,2025-06-22
790,261,243,4630 2538 6496 8416,Matthew Jackson,2028-08-22,430,DEBIT,GOLD,LOST,2025-08-23
791,786,2663,4047 7500 1731 3772,Ann Smith,2027-01-16,240,CREDIT,PLATINUM,BLOCKED,2024-01-17
792,2137,831,4717 6537 4205 7786,Andrea Espinoza,2028-10-30,351,CREDIT,PLATINUM,ACTIVE,2025-10-31
793,2479,2211,4246 8867 7976 4934,Emily Smith,2028-04-16,748,CREDIT,GOLD,BLOCKED,2025-04-17
794,387,6944,4990 3518 7429 7159,Terri Bell,2028-09-15,947,DEBIT,GOLD,ACTIVE,2025-09-16
795,2956,6724,4511 4887 3565 4883,Michael Aguilar,2028-07-02,325,CREDIT,STANDARD,LOST,2025-07-03
796,405,3175,4734 6821 1892 3955,Christopher Morgan,2028-06-04,807,CREDIT,GOLD,ACTIVE,2025-06-05
797,21,4778,4202 2025 9225 5229,Kevin Burch,2028-02-21,454,CREDIT,PLATINUM,BLOCKED,2025-02-21
798,475,4615,4207 2995 1604 6968,Chelsea Schwartz,2028-06-22,406,DEBIT,GOLD,ACTIVE,2025-06-23
799,1806,5422,4744 1276 2279 1378,Juan Lopez,2028-01-28,859,DEBIT,PLATINUM,EXPIRED,2025-01-28
800,2302,6979,4000 6133 4813 4782,Nicole Allison,2028-05-25,589,CREDIT,PLATINUM,ACTIVE,2025-05-26
801,710,5750,4851 4609 6798 6731,Catherine Miles,2028-10-08,534,CREDIT,STANDARD,EXPIRED,2025-10-09
802,1907,1052,4815 6024 7336 9073,Jon Finley,2028-10-03,900,DEBIT,PLATINUM,BLOCKED,2025-10-04
803,703,4799,4485 6064 8763 5076,Nathan Carroll,2028-10-06,719,DEBIT,PLATINUM,ACTIVE,2025-10-07
804,1732,6708,4893 6333 6375 7188,Lisa Smith,2028-05-04,530,CREDIT,GOLD,LOST,2025-05-05
805,2104,6250,4440 8105 2773 6161,Gabriel Bradley,2028-10-26,859,CREDIT,PLATINUM,EXPIRED,2025-10-27
806,56,3982,4841 7259 7194 8287,Breanna Carter,2028-10-28,531,DEBIT,GOLD,BLOCKED,2025-10-29
807,2916,5740,4837 7846 4363 1147,David Mckee,2028-09-02,460,DEBIT,STANDARD,LOST,2025-09-03
808,2546,4662,4450 1023 3486 5283,Sherry Washington,2028-09-04,779,CREDIT,STANDARD,BLOCKED,2025-09-05
809,19,1452,4472 3827 3102 9230,Jesus Chavez,2028-09-22,148,DEBIT,GOLD,EXPIRED,2025-09-23
810,1966,1143,4764 7534 3054 2732,Sophia Gibson,2028-02-06,223,CREDIT,GOLD,EXPIRED,2025-02-06
811,2832,4877,4633 7558 4816 9261,Jeremy Hill,2028-02-09,179,CREDIT,GOLD,BLOCKED,2025-02-09
812,291,7531,4641 8752 5295 2172,Kristen Walker,2027-03-12,893,CREDIT,PLATINUM,LOST,2024-03-12
813,2409,6796,4919 9427 5527 6722,Patricia Haynes,2028-03-18,671,CREDIT,GOLD,ACTIVE,2025-03-19
814,738,7827,4969 7871 7139 7680,Katherine Stephens,2028-03-12,698,DEBIT,PLATINUM,LOST,2025-03-13
815,1255,1327,4899 4088 2150 1591,Kathryn Martin,2028-05-31,663,DEBIT,GOLD,EXPIRED,2025-06-01
816,1371,4892,4965 2708 1183 6800,Lynn Williams,2028-10-25,883,DEBIT,GOLD,LOST,2025-10-26
817,1935,414,4954 6010 2481 4479,William Smith,2028-02-26,161,CREDIT,PLATINUM,ACTIVE,2025-02-26
818,644,5698,4000 3879 8592 1173,Christopher Bailey,2026-04-09,311,DEBIT,PLATINUM,LOST,2023-04-10
819,2627,2813,4401 7465 7886 4072,Krista Perez,2025-10-09,483,CREDIT,GOLD,LOST,2022-10-10
820,2082,3769,4323 1469 6730 4876,Cynthia Harris,2027-12-13,306,DEBIT,PLATINUM,BLOCKED,2024-12-13
821,1661,1560,4263 8093 1739 5476,Johnny Cohen,2028-04-23,868,CREDIT,STANDARD,BLOCKED,2025-04-24
822,855,871,4634 2436 8998 5397,Brandon Brennan,2026-02-12,537,DEBIT,GOLD,ACTIVE,2023-02-13
823,2395,3866,4625 8930 5321 5751,Reginald Johnston,2028-05-08,475,CREDIT,STANDARD,BLOCKED,2025-05-09
824,2524,7393,4629 9516 9806 3050,Sherry Hunter,2025-05-02,209,DEBIT,GOLD,ACTIVE,2022-05-03
825,664,3347,4991 7681 6157 4744,Anne Mccarthy,2028-10-23,954,CREDIT,GOLD,LOST,2025-10-24
826,184,7162,4309 4422 6116 3967,Ivan Kirby,2028-08-21,345,CREDIT,GOLD,EXPIRED,2025-08-22
827,1336,7169,4254 8422 4015 8559,Heather Gardner,2028-09-12,355,CREDIT,PLATINUM,ACTIVE,2025-09-13
828,668,7177,4307 8192 5506 8768,Lawrence Chapman,2027-10-26,550,CREDIT,GOLD,LOST,2024-10-26
829,1477,5536,4321 7915 8739 9676,Chris Bryan,2027-07-06,871,DEBIT,STANDARD,BLOCKED,2024-07-06
830,1397,7227,4062 1682 5661 5743,Judy Wells,2026-12-21,630,CREDIT,STANDARD,EXPIRED,2023-12-22
831,1713,7105,4700 8419 2166 5968,Morgan Price,2027-04-25,845,CREDIT,GOLD,BLOCKED,2024-04-25
832,1699,6825,4479 3835 7507 8267,Matthew Whitaker,2027-02-17,381,CREDIT,PLATINUM,LOST,2024-02-18
833,2991,1080,4054 8218 8825 8214,William Perez,2028-04-24,307,CREDIT,STANDARD,ACTIVE,2025-04-25
834,2422,2820,4613 8626 5134 3696,Theresa Brown,2028-06-09,824,DEBIT,PLATINUM,LOST,2025-06-10
835,38,7104,4631 2348 9235 6865,John Evans,2028-08-15,825,CREDIT,PLATINUM,LOST,2025-08-16
836,750,6236,4223 5943 1354 8620,Thomas Johnson,2028-03-01,899,DEBIT,STANDARD,LOST,2025-03-02
837,1986,2366,4194 3790 4098 5255,Troy Torres,2027-07-22,254,DEBIT,PLATINUM,LOST,2024-07-22
838,1843,5090,4484 8002 5807 3293,Maurice Gomez,2028-08-30,725,CREDIT,STANDARD,ACTIVE,2025-08-31
839,2088,7417,4981 7909 3294 2957,Albert Sanchez,2026-09-30,454,DEBIT,PLATINUM,ACTIVE,2023-10-01
840,477,4045,4745 8459 7787 4827,Traci Page,2028-06-18,378,CREDIT,PLATINUM,EXPIRED,2025-06-19
841,1536,3489,4931 5300 3240 6558,Victoria Gordon,2028-01-19,147,DEBIT,GOLD,BLOCKED,2025-01-19
842,270,2711,4000 5769 2171 4815,Tammy Morrison,2028-10-30,662,CREDIT,STANDARD,LOST,2025-10-31
843,1823,4364,4041 5257 9370 3153,David Mason,2028-10-05,687,DEBIT,GOLD,ACTIVE,2025-10-06
844,853,1624,4632 9031 5171 4489,Laura Wilkinson,2028-10-30,845,CREDIT,GOLD,ACTIVE,2025-10-31
845,990,433,4858 5719 5459 2879,Roger Miller,2028-01-16,295,DEBIT,PLATINUM,ACTIVE,2025-01-16
846,37,6161,4571 8310 4582 1310,Andrew Bailey,2028-09-25,347,DEBIT,STANDARD,EXPIRED,2025-09-26
847,1288,708,4216 2452 2833 9211,Cynthia Cox,2028-04-19,990,CREDIT,GOLD,BLOCKED,2025-04-20
848,1631,5756,4265 9689 4008 2622,Lisa Ayala,2028-09-18,892,DEBIT,GOLD,BLOCKED,2025-09-19
849,429,2017,4470 5082 8922 3876,Scott Jones,2028-02-14,157,DEBIT,GOLD,BLOCKED,2025-02-14
850,2308,1576,4420 5368 4585 3225,Jenna Shaw,2028-10-20,211,CREDIT,STANDARD,EXPIRED,2025-10-21
851,986,3882,4449 3488 3430 1200,Gary Smith,2028-10-19,995,CREDIT,STANDARD,ACTIVE,2025-10-20
852,1165,3769,4578 8491 8764 1764,Jordan Allen,2028-09-16,284,DEBIT,GOLD,ACTIVE,2025-09-17
853,2603,5480,4856 1942 4661 9589,Michael Alvarez,2028-02-28,950,CREDIT,PLATINUM,ACTIVE,2025-02-28
854,552,5209,4334 7764 9994 6625,Edward Woodard,2027-12-07,819,DEBIT,PLATINUM,ACTIVE,2024-12-07
855,2521,3202,4687 6410 3425 7093,Kevin Lopez,2028-10-30,726,DEBIT,STANDARD,ACTIVE,2025-10-31
856,2123,2806,4720 5094 4309 2641,Zachary Perry,2025-12-06,895,DEBIT,GOLD,BLOCKED,2022-12-07
857,1957,2925,4490 5657 9818 1536,Nicole Patrick,2028-04-09,691,CREDIT,PLATINUM,LOST,2025-04-10
858,1784,3251,4256 3413 5225 4700,Victor Mendez,2028-03-09,170,DEBIT,GOLD,BLOCKED,2025-03-10
859,2807,1766,4096 4070 1167 6327,Laura Boone,2028-08-13,495,DEBIT,PLATINUM,EXPIRED,2025-08-14
860,650,1573,4945 9558 6066 6119,Daniel Taylor,2028-02-20,439,DEBIT,GOLD,ACTIVE,2025-02-20
861,2729,7779,4733 9098 7460 7209,Gregory Holland,2028-07-25,719,CREDIT,PLATINUM,EXPIRED,2025-07-26
862,100,2377,4447 9629 8643 6361,Mark Williams,2028-06-09,790,DEBIT,PLATINUM,ACTIVE,2025-06-10
863,2216,3701,4268 8898 6156 2192,Matthew Porter,2028-01-12,321,CREDIT,PLATINUM,LOST,2025-01-12
864,1693,1941,4634 4639 6875 9713,Paul Martin,2028-10-24,629,DEBIT,PLATINUM,BLOCKED,2025-10-25
865,154,4615,4828 7654 9665 2929,Amy Landry,2028-06-20,397,CREDIT,STANDARD,BLOCKED,2025-06-21
866,1869,3161,4590 7637 2926 9045,Melissa Duncan,2028-11-01,263,CREDIT,PLATINUM,EXPIRED,2025-11-02
867,264,427,4681 9476 9462 7220,Juan Lamb,2028-03-20,492,DEBIT,PLATINUM,LOST,2025-03-21
868,2077,5017,4019 8419 7205 9069,Katrina Bennett,2028-09-07,188,CREDIT,STANDARD,EXPIRED,2025-09-08
869,931,3547,4398 9342 2530 9414,Lisa Estes,2027-03-18,658,DEBIT,STANDARD,ACTIVE,2024-03-18
870,1769,3468,4086 9623 3169 5396,Austin Frederick,2028-05-15,819,CREDIT,PLATINUM,BLOCKED,2025-05-16
871,2803,2702,4565 1406 8485 9549,Michael Carter,2028-01-10,742,DEBIT,STANDARD,EXPIRED,2025-01-10
872,178,4024,4772 2623 2238 3502,Bethany Dillon,2028-08-23,174,CREDIT,GOLD,LOST,2025-08-24
873,2545,2392,4109 6645 9166 5444,Donna Thomas,2028-07-16,558,DEBIT,PLATINUM,LOST,2025-07-17
874,1253,4357,4996 7139 8835 6808,Clarence Roberts,2028-01-08,544,DEBIT,STANDARD,LOST,2025-01-08
875,1862,3815,4812 7805 2235 1024,Paul Simpson,2028-08-20,195,CREDIT,PLATINUM,LOST,2025-08-21
876,1964,983,4859 9409 2999 6334,Mackenzie Hawkins,2026-07-26,629,CREDIT,GOLD,ACTIVE,2023-07-27
877,266,2067,4716 1500 1278 4153,Angela Ford,2028-05-22,783,CREDIT,GOLD,ACTIVE,2025-05-23
878,2199,7978,4142 5510 8178 5847,Sean Harris,2028-03-28,918,DEBIT,GOLD,ACTIVE,2025-03-29
879,696,1804,4140 3142 5754 2605,Edward Pham,2028-02-19,265,DEBIT,PLATINUM,BLOCKED,2025-02-19
880,1489,6220,4003 5562 5866 5370,John Hatfield,2027-11-18,702,CREDIT,PLATINUM,BLOCKED,2024-11-18
881,2227,1648,4058 8887 7181 9783,Sheila Campbell,2027-10-30,101,CREDIT,GOLD,BLOCKED,2024-10-30
882,2739,3406,4008 2778 8913 5655,Douglas Walker,2028-02-03,212,CREDIT,STANDARD,BLOCKED,2025-02-03
883,2081,1123,4088 3051 4241 4953,Eric Taylor,2028-05-11,370,CREDIT,STANDARD,BLOCKED,2025-05-12
884,1488,3307,4342 5191 9000 2369,Ashley Taylor,2028-10-13,931,CREDIT,GOLD,LOST,2025-10-14
885,858,4535,4282 9773 8872 2667,Kevin Baker,2028-09-28,123,DEBIT,GOLD,LOST,2025-09-29
886,1529,6559,4592 7215 5177 3645,Ashlee Saunders,2028-02-21,405,DEBIT,STANDARD,ACTIVE,2025-02-21
887,765,4183,4547 4187 2504 6341,Cynthia Taylor,2027-08-15,449,DEBIT,PLATINUM,EXPIRED,2024-08-15
888,72,3360,4792 8923 8887 8769,Melissa Smith,2028-02-25,154,CREDIT,GOLD,EXPIRED,2025-02-25
889,1534,7837,4498 9916 9910 3980,Zachary Fernandez,2028-09-10,623,DEBIT,STANDARD,BLOCKED,2025-09-11
890,1995,958,4064 8590 9825 5606,Robert Bolton,2028-10-29,343,DEBIT,PLATINUM,ACTIVE,2025-10-30
891,569,6932,4655 2390 2639 4318,Katie Allen,2028-09-11,453,CREDIT,GOLD,LOST,2025-09-12
892,1792,4112,4500 7534 5242 9622,Patricia Taylor,2028-08-13,627,CREDIT,STANDARD,BLOCKED,2025-08-14
893,1877,100,4517 5657 6125 5337,Ashley Ward,2027-12-17,672,DEBIT,GOLD,ACTIVE,2024-12-17
894,824,591,4380 7054 9490 7821,Stephanie Santiago,2028-09-26,461,DEBIT,GOLD,ACTIVE,2025-09-27
895,609,7058,4124 2492 4521 2171,Parker Adkins,2028-10-13,185,DEBIT,PLATINUM,ACTIVE,2025-10-14
896,135,433,4823 2034 1031 1419,Lindsay Alexander,2028-07-06,467,CREDIT,GOLD,BLOCKED,2025-07-07
897,869,3082,4280 5744 3372 2096,Lawrence Contreras,2028-09-18,493,CREDIT,PLATINUM,LOST,2025-09-19
898,179,7781,4222 3867 2470 9873,Theresa Berry,2026-09-28,802,CREDIT,STANDARD,BLOCKED,2023-09-29
899,2444,6567,4976 9402 9164 6097,Emily Duncan,2027-08-24,885,CREDIT,PLATINUM,ACTIVE,2024-08-24
900,6,6447,4170 4298 9849 1147,Lisa Duran,2028-08-06,122,CREDIT,GOLD,ACTIVE,2025-08-07
901,1863,7192,4022 1586 3965 7929,Matthew Hernandez,2028-03-01,269,DEBIT,PLATINUM,ACTIVE,2025-03-02
902,1916,927,4677 2384 8361 3073,Ryan Abbott,2028-06-03,918,CREDIT,GOLD,BLOCKED,2025-06-04
903,228,3070,4611 7813 4573 6916,Troy Morgan,2028-02-10,182,DEBIT,PLATINUM,BLOCKED,2025-02-10
904,2931,6842,4415 5342 4663 2809,Stephen Larson,2027-12-24,399,CREDIT,STANDARD,LOST,2024-12-24
905,1030,5238,4244 9172 6639 2321,Philip West,2028-09-29,278,DEBIT,PLATINUM,ACTIVE,2025-09-30
906,1718,1163,4072 3476 4901 4120,Dustin Turner,2028-10-20,909,CREDIT,GOLD,EXPIRED,2025-10-21
907,1050,5225,4483 5677 2795 2665,Laura Ortiz,2028-07-28,548,DEBIT,PLATINUM,ACTIVE,2025-07-29
908,739,2302,4155 8843 9247 6166,Thomas Rowe,2028-10-15,954,CREDIT,PLATINUM,LOST,2025-10-16
909,1195,5910,4088 6960 5114 6486,Barry Kane,2028-08-26,132,CREDIT,STANDARD,LOST,2025-08-27
910,1574,1407,4340 2096 5860 1632,Sherri Bautista,2027-06-14,455,CREDIT,GOLD,BLOCKED,2024-06-14
911,1128,1190,4788 2469 3539 5143,Jeremy Cox,2026-12-15,822,CREDIT,PLATINUM,EXPIRED,2023-12-16
912,1372,6299,4173 3690 2171 1770,David Garrett,2028-04-21,670,DEBIT,GOLD,EXPIRED,2025-04-22
913,57,3184,4393 3387 8112 4355,Melissa Bowman,2028-09-08,786,CREDIT,STANDARD,BLOCKED,2025-09-09
914,1124,5993,4084 6371 7857 5275,Madeline Brown,2028-07-16,230,CREDIT,PLATINUM,ACTIVE,2025-07-17
915,2826,5829,4571 8024 4265 1841,Dawn Garcia,2027-05-16,764,DEBIT,PLATINUM,EXPIRED,2024-05-16
916,775,1704,4993 6276 9525 8660,Ryan Khan,2027-09-25,263,DEBIT,GOLD,ACTIVE,2024-09-25
917,2845,6721,4409 6036 5542 2535,James Case,2027-03-18,728,DEBIT,GOLD,ACTIVE,2024-03-18
918,1922,717,4510 9177 7249 8134,Jonathan White,2028-09-18,143,CREDIT,STANDARD,ACTIVE,2025-09-19
