employee_id,branch_id,first_name,last_name,email,phone,position,department,hire_date,salary,status
217,13,Jamie,Moss,sberger@example.org,636-961-6409x37123,TELLER,RETAIL,2021-05-13,115416.02,INACTIVE
218,20,Douglas,Stevens,turnerchristopher@example.org,371-852-7077x5266,SUPERVISOR,COMPLIANCE,2024-06-21,45000.67,ACTIVE
219,6,Katherine,Elliott,daviskaren@example.org,942-669-7266,ADVISOR,RETAIL,2022-08-29,97131.77,ACTIVE
220,27,Stephanie,Griffith,isaac93@example.com,(490)263-9235x471,TELLER,OPERATIONS,2021-12-13,95532.38,SUSPENDED
221,29,Joseph,Wilson,mpearson@example.com,+1-905-558-6374x85797,MANAGER,RISK,2024-03-28,98402.51,ACTIVE
222,26,Darren,Maddox,henrydiana@example.com,644.216.5851,TELLER,RETAIL,2017-05-16,59985.28,SUSPENDED
223,14,Thomas,Nguyen,cassandramorse@example.com,312-833-9578x84858,SUPERVISOR,RISK,2019-11-30,50275.23,SUSPENDED
224,49,Betty,Shepherd,dixondaniel@example.net,001-663-930-9792x363,TELLER,IT,2025-02-14,94604.14,INACTIVE
225,20,Curtis,Perkins,mgonzalez@example.net,(755)614-4796x6086,SUPERVISOR,IT,2023-05-08,38873.75,SUSPENDED
226,30,Elijah,Washington,jonesandrea@example.net,648-605-2450,ANALYST,IT,2023-08-18,118329.48,SUSPENDED
227,2,Juan,Murray,robert21@example.com,001-293-538-5625x1567,SUPERVISOR,RETAIL,2024-06-27,110155.32,SUSPENDED
228,42,Lisa,Brewer,williamsgeorge@example.net,650.858.3840,ANALYST,OPERATIONS,2018-12-13,63220.91,ACTIVE
229,15,Kathleen,Grant,nnelson@example.net,+1-861-542-0630x080,TELLER,RETAIL,2019-12-22,99675.44,SUSPENDED
230,4,Timothy,Anderson,michael04@example.net,454.756.5664x0545,ANALYST,COMPLIANCE,2016-07-14,84649.82,INACTIVE
231,24,Ryan,Hernandez,cunninghamluis@example.org,(515)203-4161x775,ANALYST,COMPLIANCE,2022-07-16,92974.58,ACTIVE
232,37,Tara,Li,porterchristopher@example.org,614.285.8896,MANAGER,COMPLIANCE,2021-10-25,83183.62,INACTIVE
233,22,Kathleen,Gill,lawrencecristian@example.net,(485)386-0492,SUPERVISOR,IT,2021-12-19,115077.16,INACTIVE
234,3,Zachary,Martinez,weaverhayley@example.com,001-638-437-8308x8169,MANAGER,OPERATIONS,2018-06-09,61370.85,INACTIVE
235,34,Jason,Richmond,ntaylor@example.org,303.340.8917x179,SUPERVISOR,OPERATIONS,2019-06-06,99653.74,ACTIVE
236,11,Timothy,Jones,dmartin@example.net,4564137494,TELLER,COMPLIANCE,2024-03-17,49285.35,ACTIVE
237,8,Sarah,Miller,tuckernicholas@example.org,498-414-9378x306,TELLER,COMPLIANCE,2025-01-05,95807.89,INACTIVE
238,5,Brandy,Johnson,brooke00@example.com,626.401.6156x0433,ANALYST,IT,2020-01-19,41756.52,ACTIVE
239,17,David,Hernandez,emily90@example.net,918-367-5272,ANALYST,RETAIL,2024-12-03,109540.79,SUSPENDED
240,4,Belinda,Suarez,matthewsrodney@example.net,(895)769-2715x77520,SUPERVISOR,RETAIL,2023-03-30,82175.9,INACTIVE
241,9,Ronald,Mckenzie,jack80@example.org,8698182860,SUPERVISOR,IT,2022-02-02,46915.22,INACTIVE
242,38,Kevin,Garcia,lauramayo@example.org,(465)233-6389x7336,TELLER,IT,2019-02-12,49154.5,SUSPENDED
243,9,Kevin,Melton,garzamarissa@example.com,(687)823-5669,SUPERVISOR,RETAIL,2019-10-10,92536.02,INACTIVE
244,43,Amanda,Henry,wolfhoward@example.org,255-901-3526x45857,MANAGER,COMPLIANCE,2018-02-28,118093.64,ACTIVE
245,3,Michele,Lane,colleensmith@example.org,262-543-3951x9967,TELLER,COMPLIANCE,2018-03-22,91578.96,ACTIVE
246,15,Andrew,Weeks,hannah95@example.net,814-904-2813,SUPERVISOR,RETAIL,2023-07-08,90654.29,SUSPENDED
247,9,Mark,Cameron,ahill@example.net,3284270633,ADVISOR,OPERATIONS,2019-01-13,80962.49,ACTIVE
248,47,Christopher,Smith,victor46@example.net,592.643.1962,ADVISOR,OPERATIONS,2021-02-21,61261.25,SUSPENDED
249,20,Terry,Campbell,anthony10@example.com,(262)282-2835x58785,SUPERVISOR,IT,2025-09-09,52624.51,ACTIVE
250,34,Chad,Baker,cindyjohnson@example.org,985.939.2944x18055,TELLER,RETAIL,2017-06-10,76759.35,SUSPENDED
251,6,Robert,Hamilton,manderson@example.com,439.579.8940x945,ANALYST,RISK,2023-11-17,31756.97,INACTIVE
252,6,Felicia,Harper,jamesperry@example.org,892-855-3858x062,MANAGER,OPERATIONS,2018-12-26,115396.33,SUSPENDED
253,40,Lisa,Montgomery,jamescarlson@example.org,001-535-892-6499x8401,MANAGER,COMPLIANCE,2022-07-18,77200.78,ACTIVE
254,5,Jennifer,Thompson,ramirezkevin@example.org,(874)720-4011x235,ANALYST,RISK,2020-09-16,84629.52,SUSPENDED
255,16,Kim,Nelson,iroberts@example.com,558.328.1846x138,SUPERVISOR,RETAIL,2017-04-09,83339.15,ACTIVE
256,45,Ryan,Estes,trobinson@example.com,(620)998-1566x996,TELLER,OPERATIONS,2018-01-12,88102.12,INACTIVE
257,11,Scott,Blackwell,cassandra85@example.net,001-983-858-1645x44188,ANALYST,RETAIL,2025-07-25,61621.99,SUSPENDED
258,37,Justin,Maxwell,uacosta@example.com,3979317738,TELLER,RETAIL,2019-02-19,118849.59,SUSPENDED
259,31,Chris,Rice,thomasferguson@example.org,695-698-4992x569,TELLER,IT,2021-09-14,66401.83,ACTIVE
260,49,Angela,Wilson,ajohnson@example.com,+1-415-740-0633x661,MANAGER,COMPLIANCE,2020-03-22,78093.3,INACTIVE
261,29,Kyle,Gomez,stephanieschmitt@example.com,966.768.4703,MANAGER,IT,2025-03-04,106583.23,SUSPENDED
262,1,Hunter,Brown,diazjeffrey@example.org,441.722.9418,ANALYST,COMPLIANCE,2024-01-15,43273.43,ACTIVE
263,26,Brenda,Payne,gary54@example.net,(930)609-2817x648,ANALYST,IT,2021-04-27,48134.97,ACTIVE
264,5,Rebecca,George,johnsonkarina@example.com,001-691-560-2594x64897,SUPERVISOR,RISK,2020-04-13,104428.66,INACTIVE
265,44,Thomas,Donaldson,jesus63@example.com,388-309-5223,TELLER,IT,2023-07-13,31700.73,SUSPENDED
266,19,James,Johnson,michelle09@example.net,727-563-8388,SUPERVISOR,COMPLIANCE,2025-09-16,108287.9,SUSPENDED
267,35,Antonio,Marks,chandlerlinda@example.com,001-915-833-3806,TELLER,OPERATIONS,2020-04-03,79416.29,ACTIVE
268,39,Robert,Williams,froy@example.com,001-693-493-8208x16553,SUPERVISOR,RISK,2022-05-02,119488.99,INACTIVE
269,3,Christina,Smith,raymonddean@example.org,001-796-674-9188,MANAGER,RISK,2024-05-31,33137.74,ACTIVE
270,29,Joshua,Singh,jonesstephanie@example.com,(255)274-8887,TELLER,IT,2021-03-01,47570.99,INACTIVE
271,4,Kelsey,Snyder,roylinda@example.net,640.454.0752,ADVISOR,RISK,2023-06-25,72434.59,ACTIVE
272,5,Alexander,Nguyen,michael31@example.net,+1-382-329-7128x419,ANALYST,IT,2023-06-02,65920.23,ACTIVE
273,24,Jamie,Green,josephsims@example.com,(851)235-8698x861,ANALYST,IT,2018-09-17,61858.93,SUSPENDED
274,10,Cassandra,Rodriguez,david71@example.net,358.764.0629x2358,ANALYST,COMPLIANCE,2019-12-16,66046.13,INACTIVE
275,24,Matthew,Humphrey,rmccoy@example.com,200.248.0088x217,ANALYST,RISK,2022-07-28,57097.27,ACTIVE
276,44,Shannon,Smith,collinssean@example.net,430-730-9801,ADVISOR,IT,2015-11-06,93735.78,SUSPENDED
277,13,Kenneth,Wells,elizabethrivers@example.org,(946)585-0780x5787,TELLER,RETAIL,2022-08-13,111274.59,ACTIVE
278,32,Stephanie,Elliott,rodriguezjoseph@example.net,823-899-4037x179,TELLER,IT,2021-10-20,54256.33,INACTIVE
279,46,Elizabeth,Garcia,schmidttodd@example.com,(991)247-5340,MANAGER,IT,2023-11-28,72676.9,ACTIVE
280,17,Glenn,Henson,lori49@example.com,001-611-407-6143x33023,TELLER,COMPLIANCE,2016-12-06,37145.66,SUSPENDED
281,1,Ashley,Scott,hsavage@example.com,001-420-564-7841x4251,ANALYST,RETAIL,2018-12-25,80085.38,SUSPENDED
282,32,Thomas,Dennis,kprice@example.com,+1-763-903-5254x26666,SUPERVISOR,IT,2017-03-01,107208.55,INACTIVE
283,44,Tammie,Montoya,crossjames@example.net,+1-767-753-5651x7685,TELLER,IT,2018-10-09,103689.89,ACTIVE
284,33,Edward,Castillo,lfranco@example.org,2739090212,MANAGER,OPERATIONS,2021-03-06,49659.77,INACTIVE
285,26,Julie,Ingram,robert49@example.org,001-320-655-4640x13279,MANAGER,COMPLIANCE,2016-03-21,56856.0,ACTIVE
286,38,Richard,Kelley,emilyjones@example.net,001-200-684-7150x91064,MANAGER,IT,2024-05-21,64570.32,SUSPENDED
287,46,Tina,Wheeler,ggarcia@example.org,001-850-213-3430x7801,MANAGER,COMPLIANCE,2020-10-22,34638.82,ACTIVE
288,16,David,Hernandez,joshuahayden@example.org,(293)209-9839x1003,MANAGER,IT,2023-09-21,108692.74,SUSPENDED
289,45,Brianna,Davis,april03@example.org,442.316.4052,ADVISOR,OPERATIONS,2017-10-02,91250.33,SUSPENDED
290,47,Jason,Christensen,johncameron@example.com,343.668.1683x280,TELLER,COMPLIANCE,2022-09-05,101586.57,INACTIVE
291,26,Michael,Moore,isaiahanderson@example.net,356.384.6993,SUPERVISOR,IT,2018-09-24,110421.82,INACTIVE
292,31,Alexander,Myers,stephaniegordon@example.com,629-621-5870,TELLER,IT,2020-01-30,77088.02,SUSPENDED
293,44,Andrew,Randolph,vlucas@example.org,(960)596-6800,SUPERVISOR,COMPLIANCE,2018-11-17,46552.72,SUSPENDED
294,3,Nicole,Harris,cbanks@example.com,(552)896-7010,TELLER,RETAIL,2021-10-26,92521.5,SUSPENDED
295,18,Alexander,Ortega,randolphalexis@example.org,(209)871-3169,SUPERVISOR,COMPLIANCE,2017-03-03,46704.6,SUSPENDED
296,30,Andrew,Wyatt,williambarker@example.net,744-238-5613x23385,TELLER,COMPLIANCE,2020-01-25,108268.41,INACTIVE
297,28,Dawn,Gould,pottersarah@example.net,(540)323-2007x00901,SUPERVISOR,COMPLIANCE,2020-11-03,90195.81,INACTIVE
298,11,Christian,Smith,mirandarodriguez@example.com,235.455.1168x06299,MANAGER,OPERATIONS,2020-10-02,51062.05,SUSPENDED
299,25,Kenneth,Jackson,morenojohn@example.com,640-666-5499x46151,ADVISOR,OPERATIONS,2024-06-10,46188.19,SUSPENDED
300,25,Cathy,Smith,vreyes@example.com,001-819-410-1688x8381,MANAGER,COMPLIANCE,2017-11-09,30363.23,SUSPENDED
301,11,Lisa,Sellers,ericmiller@example.net,+1-935-791-6417x161,ANALYST,RETAIL,2017-09-07,37078.88,INACTIVE
302,4,Daniel,Brown,john15@example.com,981.389.3552,SUPERVISOR,RETAIL,2020-09-04,43855.36,ACTIVE
303,16,Amanda,Brown,jeffrey18@example.net,382-649-9994,ANALYST,OPERATIONS,2025-10-18,83396.42,ACTIVE
304,9,Jennifer,Gentry,keypeter@example.org,628.721.6069x5733,TELLER,RISK,2022-08-19,108865.66,SUSPENDED
305,16,Michael,Fowler,fernandezdiana@example.net,893.390.3780,TELLER,OPERATIONS,2017-06-04,102967.81,ACTIVE
306,45,Jennifer,Ingram,mpierce@example.org,804-559-0035,ANALYST,COMPLIANCE,2018-03-30,118611.29,INACTIVE
307,24,Timothy,Boyle,barbercrystal@example.org,985-680-0603,ADVISOR,RETAIL,2018-05-16,31172.94,SUSPENDED
308,39,David,Sexton,billyhamilton@example.org,739-389-2399x18834,MANAGER,RISK,2018-10-01,116425.65,ACTIVE
309,18,Nicholas,Marsh,andrea44@example.com,(695)886-6863x7912,MANAGER,RETAIL,2021-11-18,68375.73,SUSPENDED
310,35,Candice,Hayes,baileyluis@example.net,(214)661-1079x248,ADVISOR,COMPLIANCE,2016-03-28,37902.95,SUSPENDED
311,38,Ashley,Mitchell,silvavanessa@example.org,(603)811-0848x178,ADVISOR,OPERATIONS,2025-10-15,67189.13,INACTIVE
312,10,Eric,Anderson,jessicacarr@example.net,+1-994-661-1947x495,ADVISOR,COMPLIANCE,2022-07-10,84840.49,SUSPENDED
313,6,Nancy,Cunningham,ithomas@example.org,001-274-219-7680x47966,ANALYST,IT,2022-12-25,113366.08,ACTIVE
314,22,Jennifer,Dudley,brownandrew@example.net,511-239-6556,ADVISOR,COMPLIANCE,2019-10-08,85903.37,ACTIVE
315,16,Matthew,Gilbert,stravis@example.com,(614)449-4924x86882,SUPERVISOR,IT,2024-03-29,54026.3,INACTIVE
316,48,Anna,Jackson,navarrohaley@example.com,001-806-967-1000,TELLER,RISK,2025-09-16,41028.38,SUSPENDED
317,26,Anne,Ward,pbaxter@example.net,(357)315-7232,TELLER,IT,2017-07-11,39275.41,INACTIVE
318,5,Eugene,Dalton,andreaperez@example.com,362.719.4979,MANAGER,RISK,2019-05-16,39250.21,SUSPENDED
319,20,Carol,Lane,mcgrathlatasha@example.org,(511)902-8479x477,SUPERVISOR,COMPLIANCE,2016-05-30,44293.32,ACTIVE
320,11,Brian,Adams,phillipsalyssa@example.net,(373)593-6068,SUPERVISOR,RISK,2025-04-25,82593.57,INACTIVE
321,24,Erik,Wade,esantiago@example.org,973.831.2676,ANALYST,IT,2024-08-20,117226.24,ACTIVE
322,34,Alexandra,Jordan,roysullivan@example.com,982.838.5610x421,ADVISOR,RISK,2022-12-01,48484.02,SUSPENDED
323,5,Charles,Williams,kevinflores@example.com,(355)310-4128x66236,MANAGER,RETAIL,2024-03-01,91871.89,ACTIVE
324,14,Andrew,Nolan,stevengutierrez@example.org,552.669.0178x9564,MANAGER,OPERATIONS,2017-08-16,107147.17,SUSPENDED
325,4,Javier,Holmes,fmartinez@example.org,+1-651-297-0043x3374,MANAGER,IT,2018-03-16,92696.65,SUSPENDED
326,43,Cassidy,Hawkins,hensleyalexis@example.net,879.975.5078x714,ADVISOR,RISK,2018-09-17,69075.55,SUSPENDED
327,16,Maurice,Evans,joechoi@example.com,279.307.8014x977,ADVISOR,IT,2020-07-05,53866.17,INACTIVE
328,10,Stephen,Roberts,xpearson@example.org,001-781-683-2116x00556,ANALYST,RETAIL,2021-06-16,119315.44,ACTIVE
329,18,Lisa,Richard,david10@example.org,001-497-528-9454x9739,SUPERVISOR,IT,2017-04-13,58700.57,SUSPENDED
330,30,Michelle,George,jody44@example.org,001-983-692-2357x45369,SUPERVISOR,OPERATIONS,2018-05-24,34671.63,ACTIVE
331,37,Breanna,Brown,matthew17@example.org,(301)251-5369,MANAGER,COMPLIANCE,2016-01-13,52238.09,SUSPENDED
332,9,Heather,Smith,woodlinda@example.net,+1-370-908-2808,SUPERVISOR,RISK,2019-07-06,70583.94,ACTIVE
333,49,Heather,Brown,brad00@example.org,001-505-728-7284,ADVISOR,RISK,2020-12-13,44610.26,ACTIVE
334,39,Ronald,Edwards,myerssherry@example.org,(560)263-8260,MANAGER,OPERATIONS,2018-05-11,34519.88,SUSPENDED
335,46,Jared,Hopkins,aaronduran@example.net,934.531.1379x19219,ANALYST,RISK,2019-06-05,37174.5,INACTIVE
336,7,Shannon,Holden,dawn56@example.net,(371)981-7265x4881,TELLER,COMPLIANCE,2016-01-14,43722.76,ACTIVE
337,19,Jennifer,Hernandez,sbailey@example.net,772-826-1654x7102,ANALYST,RETAIL,2017-12-01,74753.08,INACTIVE
338,33,Logan,Burns,robertking@example.net,7614636098,ADVISOR,RISK,2024-06-05,69878.44,SUSPENDED
339,36,Cynthia,Allen,qrobbins@example.com,001-830-783-3994x2500,ADVISOR,RISK,2025-05-29,59719.98,ACTIVE
340,38,Crystal,Hall,ericahaas@example.net,(773)229-8933x05472,ANALYST,IT,2024-05-15,111090.23,INACTIVE
341,16,Andrew,Bush,lance99@example.org,+1-446-917-7462x33436,ANALYST,IT,2020-12-31,86168.63,ACTIVE
342,28,Christian,Martin,mendozaadam@example.com,786.211.3305,TELLER,IT,2024-08-06,114399.87,ACTIVE
343,26,Tara,Greene,davisjacob@example.com,(600)650-4193,ANALYST,OPERATIONS,2023-02-14,34587.1,SUSPENDED
344,10,Jacqueline,Simmons,grace56@example.com,(751)603-0048x347,TELLER,OPERATIONS,2018-03-11,41147.32,SUSPENDED
345,24,Brian,Smith,tyler81@example.org,001-901-279-5130x4565,TELLER,COMPLIANCE,2022-01-19,96013.57,INACTIVE
346,40,Jason,Butler,patrick57@example.net,001-223-232-0419,ANALYST,IT,2019-12-29,35760.35,SUSPENDED
347,47,Preston,Molina,dianamorgan@example.org,982-625-7073,SUPERVISOR,IT,2019-01-18,49336.21,SUSPENDED
348,37,Rita,Vaughn,andersonchristopher@example.org,5804687939,ADVISOR,OPERATIONS,2023-11-05,90509.55,ACTIVE
349,13,Emily,Jackson,xbarnes@example.com,834-888-7909x5085,ADVISOR,OPERATIONS,2025-09-09,49659.08,ACTIVE
350,1,Whitney,Robbins,coleandrea@example.net,380-381-2789x6323,ANALYST,RISK,2025-08-05,67255.74,ACTIVE
351,39,Laura,Jackson,mercermartin@example.com,001-202-256-7154x3489,ANALYST,OPERATIONS,2025-03-25,104230.93,ACTIVE
352,5,Phillip,Simmons,adamwhite@example.net,+1-352-885-6575x448,TELLER,IT,2021-12-07,87291.11,SUSPENDED
353,28,William,Williams,jack17@example.net,7268347857,SUPERVISOR,IT,2017-07-26,36315.44,ACTIVE
354,48,Shane,Lawson,sharon05@example.net,826.492.8400,ANALYST,COMPLIANCE,2018-04-14,51458.25,SUSPENDED
355,17,Jamie,Griffith,rivasangela@example.com,+1-628-619-9710,MANAGER,RISK,2017-06-24,97215.45,ACTIVE
356,2,George,Simmons,chavezcynthia@example.net,757.741.7811,TELLER,OPERATIONS,2022-07-06,109112.74,INACTIVE
357,5,Roy,Ramirez,billymoore@example.com,897.899.6513,MANAGER,RETAIL,2020-01-12,48643.5,INACTIVE
358,27,Austin,Walker,xavier89@example.net,655.301.4715x481,ANALYST,RETAIL,2020-05-05,97063.91,INACTIVE
359,16,James,Wang,rebecca47@example.org,001-696-972-0490x307,SUPERVISOR,COMPLIANCE,2017-12-07,71334.66,INACTIVE
360,43,Matthew,Garcia,rodriguezhannah@example.com,(531)552-4837x559,ADVISOR,COMPLIANCE,2020-02-16,79605.88,SUSPENDED
361,29,Elizabeth,Aguirre,probinson@example.net,(740)385-8523,MANAGER,OPERATIONS,2018-10-09,97297.87,ACTIVE
362,17,Amy,Martinez,llawson@example.net,537.457.3553,ADVISOR,COMPLIANCE,2024-04-16,75020.83,SUSPENDED
363,34,Elizabeth,Shaw,jeffreywilliams@example.org,(424)732-0754x3147,ANALYST,COMPLIANCE,2019-05-01,60284.01,INACTIVE
364,23,Roy,Bean,millerchristopher@example.net,(679)595-8532x95352,MANAGER,RISK,2018-10-24,60707.9,ACTIVE
365,32,Kristen,Jackson,elizabeth92@example.com,+1-315-259-0906x041,ADVISOR,COMPLIANCE,2019-01-24,34923.25,INACTIVE
366,48,Jaclyn,Kim,brownjody@example.net,3873550342,MANAGER,IT,2016-08-22,31444.86,SUSPENDED
367,21,Tammy,Snyder,gina81@example.org,362.538.5985,TELLER,RISK,2017-05-10,118136.62,ACTIVE
368,21,Michael,Grant,ehaynes@example.net,001-591-526-7786x7490,ADVISOR,OPERATIONS,2023-11-22,111611.74,SUSPENDED
369,4,Brian,Bailey,cperez@example.org,001-479-868-0083x25607,MANAGER,RISK,2024-03-10,60988.2,SUSPENDED
370,39,Maria,Hall,wayne36@example.com,761.523.2906x640,MANAGER,COMPLIANCE,2025-04-13,33565.94,ACTIVE
371,38,Michael,Hanna,cochranjames@example.com,387.455.8037,SUPERVISOR,COMPLIANCE,2017-12-06,39797.64,ACTIVE
372,6,Jeffrey,Carlson,andrew32@example.com,(492)305-5717,ADVISOR,IT,2024-10-28,31275.77,SUSPENDED
373,3,Tara,Brooks,jonesjennifer@example.net,613.431.7797x810,SUPERVISOR,OPERATIONS,2024-03-05,114411.94,ACTIVE
374,14,Angela,Burnett,jamie98@example.org,001-659-232-4843,MANAGER,RETAIL,2017-10-19,87933.72,INACTIVE
375,44,Rachel,Blackwell,ocantu@example.com,866.230.7545,SUPERVISOR,COMPLIANCE,2016-07-10,78972.97,INACTIVE
376,11,Lauren,Rivera,ashleylevy@example.net,620-260-6603x79366,ANALYST,COMPLIANCE,2024-01-30,67996.89,ACTIVE
377,9,Christian,Hayes,qhopkins@example.com,6537312454,SUPERVISOR,IT,2016-09-25,111408.12,SUSPENDED
378,22,Lisa,Torres,wilsonrachel@example.net,+1-709-255-2101x1308,ANALYST,RISK,2023-11-24,87870.77,SUSPENDED
379,46,David,Cherry,virginia75@example.com,(585)906-3354x514,SUPERVISOR,RETAIL,2018-12-23,101317.4,INACTIVE
380,44,Michael,Lopez,jason18@example.net,001-563-831-8998x0932,ADVISOR,OPERATIONS,2020-06-27,102252.36,INACTIVE
381,39,James,Conner,christophersilva@example.com,(674)416-7665,MANAGER,COMPLIANCE,2021-07-02,40039.74,INACTIVE
382,22,Thomas,Barnes,jennahorn@example.com,319.667.3870,ADVISOR,COMPLIANCE,2020-01-05,30371.46,ACTIVE
383,2,Jennifer,Howard,wilsongabriel@example.net,001-460-762-8487,ANALYST,RISK,2022-04-09,63423.42,ACTIVE
384,38,Andrew,Mcgee,lhorton@example.net,5869727897,SUPERVISOR,RETAIL,2021-01-21,34750.06,INACTIVE
385,41,Joseph,Elliott,melissa36@example.net,+1-386-890-0719,ANALYST,RISK,2019-12-11,87179.78,INACTIVE
386,30,Wanda,Melton,williamallen@example.org,(331)362-0671x1606,ANALYST,RETAIL,2022-07-06,53376.46,ACTIVE
387,21,Patricia,Soto,ksimpson@example.net,+1-947-570-5924x13182,ADVISOR,COMPLIANCE,2019-06-13,50183.34,INACTIVE
388,6,Ronald,Sandoval,torresheather@example.net,336-427-3893,SUPERVISOR,IT,2017-08-16,58570.03,SUSPENDED
389,3,Michael,Norman,qwilliams@example.com,977-343-2031x3345,ANALYST,RETAIL,2020-11-21,43255.96,INACTIVE
390,36,Samantha,Waters,wrightdenise@example.org,7554370801,TELLER,COMPLIANCE,2017-01-20,40397.09,SUSPENDED
391,31,Samantha,Hall,kimberly45@example.net,001-475-887-1933x417,SUPERVISOR,RETAIL,2016-05-25,67047.58,SUSPENDED
392,36,Stacy,Mcclure,christina18@example.org,001-763-748-5426x67019,ANALYST,RISK,2021-10-15,98573.23,ACTIVE
393,23,Ariana,Rodriguez,klinejerry@example.org,9938498342,MANAGER,OPERATIONS,2025-08-27,35191.25,ACTIVE
394,20,Michael,Wilson,vwhite@example.org,764-387-2936,ADVISOR,RETAIL,2018-02-15,82076.78,SUSPENDED
395,42,Alex,Fernandez,anthonyjordan@example.org,790.967.5692x307,ADVISOR,RISK,2016-05-15,73435.77,SUSPENDED
396,15,Sean,Jackson,jennifer74@example.org,752.470.1607x739,ADVISOR,IT,2025-02-01,71631.51,ACTIVE
397,13,Michael,Fitzpatrick,lisajones@example.net,980.243.1063x585,ANALYST,OPERATIONS,2018-10-31,80635.92,ACTIVE
398,31,Darlene,Mitchell,michaelnelson@example.net,(283)689-6629x85067,SUPERVISOR,RISK,2021-01-31,42468.18,ACTIVE
399,29,Jennifer,Thomas,migueljohnson@example.com,649-576-9922x006,SUPERVISOR,RETAIL,2022-04-14,60704.1,ACTIVE
400,28,Darren,Stephens,nina79@example.net,914-537-6488,MANAGER,IT,2022-05-14,109475.54,ACTIVE
401,29,Danielle,Ramirez,ericbennett@example.com,+1-405-319-8487x819,ADVISOR,RISK,2020-11-30,102719.6,ACTIVE
402,27,Linda,Casey,lisazimmerman@example.org,+1-317-589-2854x9248,SUPERVISOR,COMPLIANCE,2016-02-19,101437.24,SUSPENDED
403,14,Matthew,Thompson,xwallace@example.net,984.758.3925x1107,SUPERVISOR,OPERATIONS,2016-08-16,76774.35,INACTIVE
404,4,Tina,Lewis,wallbenjamin@example.com,701-539-3241x67014,ADVISOR,RISK,2024-02-14,116577.24,SUSPENDED
405,47,Anthony,Miller,teresa07@example.net,920-210-6280,ADVISOR,RISK,2018-05-12,40270.53,SUSPENDED
406,42,Daniel,Avila,jenniferwilkerson@example.org,9557476071,SUPERVISOR,IT,2017-09-14,117383.73,SUSPENDED
407,15,Glenn,Pacheco,sabrinaparks@example.org,4606221127,SUPERVISOR,RISK,2020-08-15,78824.84,INACTIVE
408,42,Joshua,Davis,kellyhunter@example.com,266-661-0460x69079,TELLER,COMPLIANCE,2018-02-26,69865.2,INACTIVE
409,22,Taylor,Hernandez,williammckinney@example.org,+1-428-646-4213x416,SUPERVISOR,RISK,2024-11-21,93591.34,ACTIVE
410,23,Michelle,Mathews,mistycollier@example.com,(611)286-0755x601,MANAGER,RISK,2022-03-27,78177.01,INACTIVE
411,49,Tyler,Baldwin,timothy95@example.net,001-648-856-3011x81785,MANAGER,RETAIL,2023-01-15,106555.79,ACTIVE
412,32,Bridget,Morris,danielmay@example.com,866-231-3127x49801,MANAGER,COMPLIANCE,2023-08-19,39244.69,ACTIVE
413,37,James,Middleton,pittmansherry@example.com,3558359796,ADVISOR,RETAIL,2015-12-19,35564.26,ACTIVE
414,16,Cynthia,Delacruz,taylorsolomon@example.org,722.846.6082x18611,SUPERVISOR,RISK,2021-07-08,52823.67,INACTIVE
415,40,Richard,Norton,rebeccayoder@example.org,998.654.7558x135,SUPERVISOR,RETAIL,2020-07-30,100652.94,INACTIVE
416,19,Lauren,Harris,danielschultz@example.org,5704454053,TELLER,RISK,2025-06-22,100742.84,SUSPENDED
417,48,Melissa,Neal,ricedillon@example.org,680-487-6010x77549,SUPERVISOR,IT,2024-09-10,82754.98,INACTIVE
418,35,Patricia,Medina,tjohnson@example.com,+1-211-356-0413x0238,ADVISOR,COMPLIANCE,2024-12-16,52815.5,ACTIVE
419,14,Steven,Sanchez,alyssa06@example.net,682-417-2257x71124,ANALYST,IT,2017-01-28,48569.97,ACTIVE
420,28,Elizabeth,Johnson,rodriguezrobert@example.com,308-395-1723x3810,ADVISOR,COMPLIANCE,2018-02-06,45519.22,SUSPENDED
421,33,Jennifer,Frey,meghanryan@example.com,+1-378-998-8981x181,TELLER,RISK,2023-11-01,69902.61,ACTIVE
422,48,Danielle,Edwards,rodriguezgeorge@example.com,001-614-526-4769x19896,TELLER,RETAIL,2021-10-29,65861.46,INACTIVE
423,13,Natalie,Lowery,gonzalestimothy@example.net,001-761-240-2136,TELLER,IT,2023-07-25,108037.91,ACTIVE
424,31,Donald,Holloway,jessicaquinn@example.net,2459877167,MANAGER,COMPLIANCE,2020-03-12,64838.69,SUSPENDED
425,16,Dawn,Figueroa,tyler32@example.com,334.710.6091x302,SUPERVISOR,RETAIL,2019-09-09,40873.08,INACTIVE
426,37,Dawn,Daniel,boyledavid@example.com,250-391-2219,ANALYST,COMPLIANCE,2018-08-03,81864.62,SUSPENDED
427,43,Sarah,Ochoa,youngsamantha@example.com,674.760.9641,MANAGER,OPERATIONS,2023-09-08,63811.39,ACTIVE
428,14,Richard,Elliott,marknelson@example.net,+1-839-593-8981,ANALYST,OPERATIONS,2019-04-30,79613.07,SUSPENDED
429,22,Luke,Kirby,lbrown@example.net,775.280.8068x14850,ADVISOR,RISK,2024-04-04,70711.64,SUSPENDED
430,34,Scott,Caldwell,randolphsandra@example.org,(824)611-4387x7074,ANALYST,COMPLIANCE,2019-09-02,40169.83,SUSPENDED
431,12,Jennifer,Scott,guzmanlarry@example.org,(939)263-8811x885,TELLER,OPERATIONS,2025-05-09,87637.44,SUSPENDED
