account_id,client_id,contract_id,account_number,account_type,currency,open_date,close_date,status,branch_code
2039,1335,136.0,ACC0000002039,DEPOSIT,USD,2025-01-06,,CLOSED,BR834
2040,1816,,ACC0000002040,DEPOSIT,USD,2025-06-10,,DORMANT,BR451
2041,2507,856.0,ACC0000002041,DEPOSIT,USD,2023-07-16,,BLOCKED,BR677
2042,1202,,ACC0000002042,CHECKING,USD,2025-05-20,2034-07-01,ACTIVE,BR789
2043,2185,3776.0,ACC0000002043,CREDIT,USD,2024-02-27,2034-01-03,CLOSED,BR881
2044,96,1906.0,ACC0000002044,SAVINGS,USD,2025-08-19,,BLOCKED,BR846
2045,2221,880.0,ACC0000002045,CHECKING,USD,2025-08-23,,CLOSED,BR717
2046,1748,,ACC0000002046,LOAN,USD,2025-10-28,,BLOCKED,BR758
2047,904,,ACC0000002047,CHECKING,USD,2025-08-23,,CLOSED,BR707
2048,845,,ACC0000002048,CREDIT,USD,2025-08-24,,DORMANT,BR610
2049,1018,1575.0,ACC0000002049,CREDIT,USD,2025-10-08,,ACTIVE,BR402
2050,220,,ACC0000002050,LOAN,USD,2021-10-01,,CLOSED,BR368
2051,32,5244.0,ACC0000002051,LOAN,USD,2025-07-08,,DORMANT,BR253
2052,304,,ACC0000002052,DEPOSIT,USD,2025-08-17,,BLOCKED,BR205
2053,1991,5582.0,ACC0000002053,SAVINGS,USD,2024-11-15,,ACTIVE,BR122
2054,2268,2862.0,ACC0000002054,DEPOSIT,USD,2025-03-28,,BLOCKED,BR398
2055,845,,ACC0000002055,DEPOSIT,USD,2024-12-12,,CLOSED,BR167
2056,843,5717.0,ACC0000002056,CREDIT,USD,2025-09-01,2028-02-10,CLOSED,BR533
2057,1712,2216.0,ACC0000002057,CREDIT,USD,2021-12-28,,DORMANT,BR893
2058,378,2368.0,ACC0000002058,CHECKING,USD,2024-10-08,,ACTIVE,BR101
2059,1315,4073.0,ACC0000002059,CREDIT,USD,2025-02-27,,ACTIVE,BR470
2060,2817,,ACC0000002060,DEPOSIT,USD,2024-07-04,,CLOSED,BR370
2061,1639,930.0,ACC0000002061,CREDIT,USD,2025-10-22,,BLOCKED,BR219
2062,1624,3610.0,ACC0000002062,CHECKING,USD,2021-03-26,,BLOCKED,BR381
2063,1969,5284.0,ACC0000002063,LOAN,USD,2023-05-30,,ACTIVE,BR524
2064,376,,ACC0000002064,CHECKING,USD,2024-03-10,2033-06-01,CLOSED,BR705
2065,616,1541.0,ACC0000002065,CREDIT,USD,2024-11-16,,DORMANT,BR652
2066,873,,ACC0000002066,CREDIT,USD,2024-04-02,,ACTIVE,BR860
2067,231,1005.0,ACC0000002067,SAVINGS,USD,2022-06-12,2025-04-11,ACTIVE,BR752
2068,508,766.0,ACC0000002068,SAVINGS,USD,2025-06-08,2029-11-22,CLOSED,BR196
2069,731,,ACC0000002069,DEPOSIT,USD,2023-06-25,2027-05-08,BLOCKED,BR886
2070,76,1250.0,ACC0000002070,DEPOSIT,USD,2023-06-26,,CLOSED,BR885
2071,2515,495.0,ACC0000002071,LOAN,USD,2023-12-24,2025-08-18,BLOCKED,BR976
2072,2481,3874.0,ACC0000002072,SAVINGS,USD,2025-03-26,,ACTIVE,BR753
2073,320,2510.0,ACC0000002073,CHECKING,USD,2024-04-08,,CLOSED,BR289
2074,1917,5308.0,ACC0000002074,CHECKING,USD,2025-06-24,,CLOSED,BR233
2075,2121,5321.0,ACC0000002075,LOAN,USD,2025-01-08,2034-08-23,DORMANT,BR720
2076,2042,2092.0,ACC0000002076,CREDIT,USD,2025-05-02,,ACTIVE,BR592
2077,1334,2461.0,ACC0000002077,CHECKING,USD,2025-10-10,,DORMANT,BR606
2078,509,4758.0,ACC0000002078,CHECKING,USD,2022-08-17,,CLOSED,BR735
2079,1499,5742.0,ACC0000002079,LOAN,USD,2025-10-11,,CLOSED,BR498
2080,883,73.0,ACC0000002080,SAVINGS,USD,2023-06-11,,BLOCKED,BR470
2081,2784,4117.0,ACC0000002081,SAVINGS,USD,2025-04-17,,CLOSED,BR619
2082,17,,ACC0000002082,LOAN,USD,2022-10-08,,CLOSED,BR639
2083,2111,566.0,ACC0000002083,CHECKING,USD,2024-07-19,,ACTIVE,BR203
2084,1090,2903.0,ACC0000002084,CREDIT,USD,2025-07-31,2033-05-06,BLOCKED,BR269
2085,2953,1908.0,ACC0000002085,CREDIT,USD,2025-10-05,,DORMANT,BR201
2086,1629,2788.0,ACC0000002086,CREDIT,USD,2025-01-06,,CLOSED,BR309
2087,1720,4285.0,ACC0000002087,LOAN,USD,2023-04-05,,CLOSED,BR172
2088,2741,,ACC0000002088,CHECKING,USD,2025-06-08,,DORMANT,BR437
2089,2752,,ACC0000002089,SAVINGS,USD,2024-07-26,,DORMANT,BR867
2090,377,76.0,ACC0000002090,LOAN,USD,2024-07-27,,ACTIVE,BR245
2091,1909,5782.0,ACC0000002091,SAVINGS,USD,2025-09-23,,ACTIVE,BR275
2092,2992,273.0,ACC0000002092,LOAN,USD,2025-07-25,,BLOCKED,BR936
2093,1835,,ACC0000002093,LOAN,USD,2024-08-24,2025-09-13,BLOCKED,BR223
2094,2066,4181.0,ACC0000002094,CREDIT,USD,2025-04-25,,ACTIVE,BR995
2095,768,2496.0,ACC0000002095,LOAN,USD,2023-09-23,2031-08-12,ACTIVE,BR438
2096,371,,ACC0000002096,LOAN,USD,2025-07-04,,DORMANT,BR712
2097,1044,267.0,ACC0000002097,DEPOSIT,USD,2024-04-22,,CLOSED,BR825
2098,2078,,ACC0000002098,LOAN,USD,2023-03-17,,DORMANT,BR893
2099,2163,4961.0,ACC0000002099,LOAN,USD,2023-12-03,,DORMANT,BR424
2100,2940,3082.0,ACC0000002100,SAVINGS,USD,2021-05-10,,BLOCKED,BR267
2101,934,4381.0,ACC0000002101,CHECKING,USD,2025-08-07,,CLOSED,BR979
2102,1146,2675.0,ACC0000002102,LOAN,USD,2025-03-24,,CLOSED,BR850
2103,966,1297.0,ACC0000002103,CREDIT,USD,2025-05-30,,BLOCKED,BR928
2104,2633,,ACC0000002104,SAVINGS,USD,2024-05-24,,DORMANT,BR775
2105,2199,2393.0,ACC0000002105,DEPOSIT,USD,2025-04-27,,DORMANT,BR280
2106,944,2263.0,ACC0000002106,CHECKING,USD,2024-06-17,,ACTIVE,BR688
2107,1933,,ACC0000002107,CHECKING,USD,2023-11-30,,DORMANT,BR780
2108,2593,5467.0,ACC0000002108,CREDIT,USD,2025-08-14,,CLOSED,BR781
2109,2636,3843.0,ACC0000002109,DEPOSIT,USD,2025-08-26,,DORMANT,BR160
2110,1130,4891.0,ACC0000002110,SAVINGS,USD,2024-08-13,,CLOSED,BR457
2111,2097,4116.0,ACC0000002111,SAVINGS,USD,2024-03-04,,CLOSED,BR191
2112,1842,5601.0,ACC0000002112,LOAN,USD,2025-06-26,,ACTIVE,BR588
2113,113,5201.0,ACC0000002113,SAVINGS,USD,2025-02-16,,BLOCKED,BR524
2114,2131,959.0,ACC0000002114,SAVINGS,USD,2025-02-25,,DORMANT,BR845
2115,1752,4278.0,ACC0000002115,LOAN,USD,2024-09-15,,ACTIVE,BR837
2116,2581,1638.0,ACC0000002116,CREDIT,USD,2025-04-13,,ACTIVE,BR887
2117,122,4973.0,ACC0000002117,CHECKING,USD,2024-10-19,,BLOCKED,BR450
2118,690,3306.0,ACC0000002118,CREDIT,USD,2023-11-24,,DORMANT,BR964
2119,1975,798.0,ACC0000002119,LOAN,USD,2024-04-20,,DORMANT,BR297
2120,1669,,ACC0000002120,DEPOSIT,USD,2023-09-30,,DORMANT,BR408
2121,457,5317.0,ACC0000002121,SAVINGS,USD,2022-12-23,,DORMANT,BR632
2122,1763,5664.0,ACC0000002122,SAVINGS,USD,2025-07-23,,CLOSED,BR347
2123,1760,5261.0,ACC0000002123,DEPOSIT,USD,2023-07-20,,DORMANT,BR879
2124,2168,,ACC0000002124,SAVINGS,USD,2025-04-13,,DORMANT,BR751
2125,2640,4891.0,ACC0000002125,LOAN,USD,2023-08-27,,DORMANT,BR953
2126,2674,252.0,ACC0000002126,LOAN,USD,2025-09-13,,ACTIVE,BR429
2127,56,4661.0,ACC0000002127,CREDIT,USD,2025-04-03,2032-12-09,ACTIVE,BR602
2128,2269,,ACC0000002128,SAVINGS,USD,2024-12-14,,DORMANT,BR252
2129,2017,4727.0,ACC0000002129,SAVINGS,USD,2025-04-18,,DORMANT,BR214
2130,1168,612.0,ACC0000002130,SAVINGS,USD,2022-02-24,,ACTIVE,BR542
2131,1593,2872.0,ACC0000002131,LOAN,USD,2024-01-30,,CLOSED,BR543
2132,39,,ACC0000002132,LOAN,USD,2021-04-15,2028-09-30,ACTIVE,BR375
2133,1150,1302.0,ACC0000002133,LOAN,USD,2025-10-21,,DORMANT,BR553
2134,1351,4535.0,ACC0000002134,CHECKING,USD,2023-11-28,2031-05-11,BLOCKED,BR522
2135,1749,2838.0,ACC0000002135,DEPOSIT,USD,2024-07-19,,DORMANT,BR789
2136,162,4640.0,ACC0000002136,LOAN,USD,2025-01-11,,DORMANT,BR947
2137,2822,3793.0,ACC0000002137,CHECKING,USD,2025-09-16,2032-06-10,CLOSED,BR118
2138,1845,4338.0,ACC0000002138,LOAN,USD,2024-12-30,,BLOCKED,BR829
2139,2014,2362.0,ACC0000002139,DEPOSIT,USD,2025-01-31,,CLOSED,BR362
2140,1418,,ACC0000002140,LOAN,USD,2024-09-20,,DORMANT,BR643
2141,368,,ACC0000002141,DEPOSIT,USD,2024-07-29,,CLOSED,BR557
2142,1600,,ACC0000002142,DEPOSIT,USD,2023-09-28,2032-07-17,CLOSED,BR112
2143,2620,,ACC0000002143,SAVINGS,USD,2025-06-02,,DORMANT,BR166
2144,34,,ACC0000002144,CREDIT,USD,2023-05-12,,BLOCKED,BR704
2145,1775,,ACC0000002145,SAVINGS,USD,2023-04-14,2026-06-18,CLOSED,BR493
2146,1639,1074.0,ACC0000002146,CHECKING,USD,2025-10-20,,ACTIVE,BR167
2147,2057,,ACC0000002147,LOAN,USD,2025-11-01,,ACTIVE,BR383
2148,1149,3108.0,ACC0000002148,CHECKING,USD,2022-12-04,,CLOSED,BR400
2149,1753,,ACC0000002149,LOAN,USD,2022-07-12,,ACTIVE,BR756
2150,2954,5912.0,ACC0000002150,SAVINGS,USD,2022-05-22,,BLOCKED,BR157
2151,2221,3024.0,ACC0000002151,CHECKING,USD,2025-08-07,,CLOSED,BR776
2152,520,1962.0,ACC0000002152,DEPOSIT,USD,2023-07-05,,CLOSED,BR580
2153,636,,ACC0000002153,SAVINGS,USD,2025-10-22,,ACTIVE,BR769
2154,830,,ACC0000002154,SAVINGS,USD,2025-10-20,,ACTIVE,BR826
2155,2756,5499.0,ACC0000002155,DEPOSIT,USD,2024-04-26,,ACTIVE,BR382
2156,974,,ACC0000002156,DEPOSIT,USD,2025-07-06,2031-05-11,BLOCKED,BR388
2157,338,2548.0,ACC0000002157,SAVINGS,USD,2025-10-22,,ACTIVE,BR436
2158,110,3679.0,ACC0000002158,CHECKING,USD,2025-09-29,,CLOSED,BR606
2159,154,5551.0,ACC0000002159,SAVINGS,USD,2024-07-13,,ACTIVE,BR737
2160,2754,,ACC0000002160,CHECKING,USD,2024-08-22,,ACTIVE,BR121
2161,1854,3081.0,ACC0000002161,LOAN,USD,2023-11-02,,ACTIVE,BR755
2162,1122,1774.0,ACC0000002162,DEPOSIT,USD,2024-09-03,2028-12-09,BLOCKED,BR980
2163,1556,1607.0,ACC0000002163,LOAN,USD,2024-12-22,,DORMANT,BR198
2164,1086,4414.0,ACC0000002164,LOAN,USD,2024-03-27,,BLOCKED,BR267
2165,2616,,ACC0000002165,LOAN,USD,2025-10-10,,DORMANT,BR151
2166,1492,2028.0,ACC0000002166,SAVINGS,USD,2023-12-12,,BLOCKED,BR667
2167,1294,5885.0,ACC0000002167,SAVINGS,USD,2025-02-24,,DORMANT,BR596
2168,2048,,ACC0000002168,DEPOSIT,USD,2025-09-21,,BLOCKED,BR818
2169,2720,3388.0,ACC0000002169,CREDIT,USD,2025-09-18,,ACTIVE,BR336
2170,1462,5438.0,ACC0000002170,SAVINGS,USD,2024-01-06,,DORMANT,BR194
2171,1141,5039.0,ACC0000002171,DEPOSIT,USD,2025-07-28,,DORMANT,BR282
2172,628,,ACC0000002172,CREDIT,USD,2025-05-26,,DORMANT,BR529
2173,1118,4495.0,ACC0000002173,SAVINGS,USD,2025-11-02,,BLOCKED,BR984
2174,1333,4029.0,ACC0000002174,CHECKING,USD,2025-04-27,2030-05-22,ACTIVE,BR713
2175,824,786.0,ACC0000002175,SAVINGS,USD,2025-06-29,2031-01-06,CLOSED,BR317
2176,1277,3151.0,ACC0000002176,DEPOSIT,USD,2023-05-11,,CLOSED,BR553
2177,667,,ACC0000002177,LOAN,USD,2025-07-06,,DORMANT,BR156
2178,2391,1819.0,ACC0000002178,DEPOSIT,USD,2025-09-21,,CLOSED,BR532
2179,1169,2598.0,ACC0000002179,CHECKING,USD,2025-03-02,,BLOCKED,BR859
2180,2039,1021.0,ACC0000002180,CHECKING,USD,2023-01-15,,BLOCKED,BR651
2181,1668,,ACC0000002181,SAVINGS,USD,2021-04-06,,ACTIVE,BR220
2182,535,3800.0,ACC0000002182,CREDIT,USD,2023-07-15,,BLOCKED,BR897
2183,2159,1276.0,ACC0000002183,CREDIT,USD,2025-03-26,,ACTIVE,BR315
2184,2261,4594.0,ACC0000002184,CREDIT,USD,2025-08-23,,CLOSED,BR260
2185,1104,,ACC0000002185,CHECKING,USD,2025-08-01,,ACTIVE,BR616
2186,116,,ACC0000002186,DEPOSIT,USD,2025-01-26,,ACTIVE,BR573
2187,2374,718.0,ACC0000002187,CHECKING,USD,2024-08-16,,CLOSED,BR797
2188,2798,,ACC0000002188,CHECKING,USD,2025-10-16,2029-06-03,BLOCKED,BR815
2189,2113,2804.0,ACC0000002189,CHECKING,USD,2025-06-02,,DORMANT,BR910
2190,2809,4772.0,ACC0000002190,LOAN,USD,2025-05-30,,DORMANT,BR269
2191,1518,393.0,ACC0000002191,LOAN,USD,2025-03-21,2028-09-18,BLOCKED,BR119
2192,1892,1060.0,ACC0000002192,CREDIT,USD,2025-06-20,,BLOCKED,BR889
2193,153,2872.0,ACC0000002193,DEPOSIT,USD,2025-02-01,2029-07-03,CLOSED,BR727
2194,994,,ACC0000002194,SAVINGS,USD,2025-02-04,,CLOSED,BR631
2195,1127,2539.0,ACC0000002195,CREDIT,USD,2024-02-17,,DORMANT,BR866
2196,142,576.0,ACC0000002196,CHECKING,USD,2023-10-30,,DORMANT,BR123
2197,321,,ACC0000002197,CHECKING,USD,2025-09-02,,BLOCKED,BR989
2198,701,5153.0,ACC0000002198,LOAN,USD,2025-05-07,,DORMANT,BR119
2199,9,4113.0,ACC0000002199,CREDIT,USD,2023-01-09,,CLOSED,BR946
2200,1706,4957.0,ACC0000002200,LOAN,USD,2025-09-25,2029-01-02,ACTIVE,BR518
2201,1301,,ACC0000002201,CREDIT,USD,2025-10-22,,ACTIVE,BR186
2202,1797,1168.0,ACC0000002202,CHECKING,USD,2025-08-28,,DORMANT,BR865
2203,144,4952.0,ACC0000002203,CHECKING,USD,2025-08-29,,ACTIVE,BR949
2204,1525,,ACC0000002204,CREDIT,USD,2025-05-11,,DORMANT,BR588
2205,442,,ACC0000002205,LOAN,USD,2024-10-21,,DORMANT,BR316
2206,222,,ACC0000002206,SAVINGS,USD,2022-05-07,,DORMANT,BR704
2207,900,1057.0,ACC0000002207,LOAN,USD,2025-08-13,2026-12-18,BLOCKED,BR354
2208,541,3417.0,ACC0000002208,DEPOSIT,USD,2025-09-30,,ACTIVE,BR917
2209,393,2691.0,ACC0000002209,CHECKING,USD,2025-06-06,,CLOSED,BR774
2210,2147,,ACC0000002210,LOAN,USD,2022-11-16,,BLOCKED,BR563
2211,979,2687.0,ACC0000002211,CREDIT,USD,2024-12-28,,DORMANT,BR911
2212,2667,,ACC0000002212,CREDIT,USD,2023-12-16,,BLOCKED,BR216
2213,1139,3787.0,ACC0000002213,CREDIT,USD,2025-05-31,,CLOSED,BR273
2214,535,5118.0,ACC0000002214,DEPOSIT,USD,2022-01-16,,CLOSED,BR903
2215,686,5703.0,ACC0000002215,LOAN,USD,2024-05-21,,BLOCKED,BR919
2216,1637,,ACC0000002216,DEPOSIT,USD,2024-04-21,,DORMANT,BR224
2217,866,4879.0,ACC0000002217,SAVINGS,USD,2025-10-26,,DORMANT,BR145
2218,2043,,ACC0000002218,LOAN,USD,2025-04-20,,CLOSED,BR719
2219,489,2804.0,ACC0000002219,CREDIT,USD,2025-05-19,2030-09-09,CLOSED,BR631
2220,322,,ACC0000002220,DEPOSIT,USD,2023-08-06,2028-11-13,CLOSED,BR696
2221,489,3222.0,ACC0000002221,LOAN,USD,2024-07-10,2033-04-21,CLOSED,BR596
2222,2382,1796.0,ACC0000002222,LOAN,USD,2023-05-16,,ACTIVE,BR868
2223,2284,1471.0,ACC0000002223,LOAN,USD,2025-09-15,,ACTIVE,BR468
2224,2680,5151.0,ACC0000002224,CREDIT,USD,2023-10-25,,DORMANT,BR280
2225,2851,1663.0,ACC0000002225,SAVINGS,USD,2024-04-01,,DORMANT,BR728
2226,2853,424.0,ACC0000002226,CHECKING,USD,2025-10-06,,CLOSED,BR660
2227,2006,5498.0,ACC0000002227,DEPOSIT,USD,2025-05-06,,ACTIVE,BR793
2228,1645,,ACC0000002228,DEPOSIT,USD,2024-08-06,,DORMANT,BR880
2229,1251,5257.0,ACC0000002229,SAVINGS,USD,2025-10-23,2026-11-06,DORMANT,BR201
2230,1374,3127.0,ACC0000002230,CHECKING,USD,2023-03-18,,CLOSED,BR820
2231,257,5328.0,ACC0000002231,CHECKING,USD,2023-08-27,,DORMANT,BR623
2232,1361,2053.0,ACC0000002232,CREDIT,USD,2024-11-10,,BLOCKED,BR367
2233,2152,,ACC0000002233,CREDIT,USD,2024-11-21,,DORMANT,BR237
2234,1533,,ACC0000002234,CHECKING,USD,2025-08-02,2035-06-12,DORMANT,BR607
2235,1980,,ACC0000002235,CHECKING,USD,2025-05-22,,CLOSED,BR894
2236,13,,ACC0000002236,DEPOSIT,USD,2024-02-05,2030-10-01,ACTIVE,BR920
2237,2354,1075.0,ACC0000002237,DEPOSIT,USD,2024-08-03,,CLOSED,BR147
2238,2123,,ACC0000002238,LOAN,USD,2025-10-13,,DORMANT,BR437
2239,1383,,ACC0000002239,LOAN,USD,2025-10-18,,BLOCKED,BR280
2240,293,2311.0,ACC0000002240,SAVINGS,USD,2025-09-06,,ACTIVE,BR167
2241,2674,,ACC0000002241,LOAN,USD,2025-08-15,,CLOSED,BR712
2242,795,5423.0,ACC0000002242,CHECKING,USD,2023-09-23,2026-07-07,DORMANT,BR465
2243,1417,3041.0,ACC0000002243,LOAN,USD,2023-03-17,,ACTIVE,BR322
2244,2612,2984.0,ACC0000002244,CHECKING,USD,2025-10-09,2027-07-31,DORMANT,BR640
2245,188,4613.0,ACC0000002245,SAVINGS,USD,2025-07-12,,CLOSED,BR989
2246,1783,5210.0,ACC0000002246,CREDIT,USD,2022-07-28,,ACTIVE,BR993
2247,2259,803.0,ACC0000002247,CREDIT,USD,2025-10-05,,CLOSED,BR124
2248,517,1639.0,ACC0000002248,SAVINGS,USD,2023-12-03,,ACTIVE,BR490
2249,871,2554.0,ACC0000002249,LOAN,USD,2025-07-10,2030-12-19,ACTIVE,BR666
2250,551,,ACC0000002250,SAVINGS,USD,2025-08-29,2030-07-08,CLOSED,BR199
2251,1437,,ACC0000002251,SAVINGS,USD,2025-08-19,,ACTIVE,BR570
2252,2477,2676.0,ACC0000002252,CHECKING,USD,2024-02-01,,ACTIVE,BR330
2253,1816,1621.0,ACC0000002253,CHECKING,USD,2025-03-12,2032-04-14,ACTIVE,BR176
2254,1324,2752.0,ACC0000002254,LOAN,USD,2024-08-10,,CLOSED,BR130
2255,2733,,ACC0000002255,DEPOSIT,USD,2023-11-02,,ACTIVE,BR952
2256,2740,2082.0,ACC0000002256,SAVINGS,USD,2024-10-01,2034-03-22,BLOCKED,BR497
2257,538,1388.0,ACC0000002257,SAVINGS,USD,2024-02-16,,CLOSED,BR935
2258,1748,5719.0,ACC0000002258,LOAN,USD,2025-10-06,,DORMANT,BR260
2259,2072,2690.0,ACC0000002259,CREDIT,USD,2024-06-29,,ACTIVE,BR544
2260,630,,ACC0000002260,CHECKING,USD,2025-07-14,,BLOCKED,BR334
2261,1125,33.0,ACC0000002261,CHECKING,USD,2025-10-22,,ACTIVE,BR511
2262,108,,ACC0000002262,LOAN,USD,2025-08-25,2027-05-31,ACTIVE,BR419
2263,1455,,ACC0000002263,DEPOSIT,USD,2024-07-20,,ACTIVE,BR596
2264,20,403.0,ACC0000002264,CREDIT,USD,2025-07-21,,BLOCKED,BR202
2265,2789,3179.0,ACC0000002265,CHECKING,USD,2024-05-12,2029-10-19,DORMANT,BR307
2266,736,2087.0,ACC0000002266,DEPOSIT,USD,2023-01-26,,CLOSED,BR400
2267,2213,,ACC0000002267,LOAN,USD,2025-10-23,,CLOSED,BR446
2268,1116,593.0,ACC0000002268,LOAN,USD,2022-10-27,,CLOSED,BR342
2269,1839,2115.0,ACC0000002269,CHECKING,USD,2023-10-05,,CLOSED,BR776
2270,1974,,ACC0000002270,CREDIT,USD,2025-10-20,,CLOSED,BR326
2271,42,3714.0,ACC0000002271,DEPOSIT,USD,2022-10-19,,ACTIVE,BR819
2272,1098,3218.0,ACC0000002272,DEPOSIT,USD,2025-10-10,,DORMANT,BR245
2273,122,152.0,ACC0000002273,LOAN,USD,2022-03-15,,ACTIVE,BR830
2274,2459,619.0,ACC0000002274,DEPOSIT,USD,2024-09-04,,ACTIVE,BR374
2275,2335,3035.0,ACC0000002275,SAVINGS,USD,2024-12-07,,ACTIVE,BR330
2276,341,2771.0,ACC0000002276,CREDIT,USD,2025-10-19,,BLOCKED,BR623
2277,1488,,ACC0000002277,CREDIT,USD,2023-02-06,,BLOCKED,BR758
2278,927,4672.0,ACC0000002278,SAVINGS,USD,2024-10-20,,ACTIVE,BR243
2279,244,236.0,ACC0000002279,SAVINGS,USD,2025-08-27,2030-07-22,ACTIVE,BR714
2280,2302,5002.0,ACC0000002280,DEPOSIT,USD,2025-08-28,2034-12-31,ACTIVE,BR963
2281,1420,2305.0,ACC0000002281,LOAN,USD,2024-07-09,,ACTIVE,BR567
2282,2965,,ACC0000002282,SAVINGS,USD,2025-05-01,,CLOSED,BR499
2283,539,,ACC0000002283,LOAN,USD,2025-08-07,,BLOCKED,BR921
2284,1445,334.0,ACC0000002284,LOAN,USD,2025-07-11,2030-11-30,CLOSED,BR777
2285,742,2954.0,ACC0000002285,DEPOSIT,USD,2024-12-29,,BLOCKED,BR300
2286,1214,,ACC0000002286,LOAN,USD,2025-10-06,,DORMANT,BR903
2287,1747,,ACC0000002287,SAVINGS,USD,2024-12-29,2026-01-12,BLOCKED,BR965
2288,1807,,ACC0000002288,DEPOSIT,USD,2025-09-13,,ACTIVE,BR130
2289,2606,,ACC0000002289,LOAN,USD,2021-04-19,,BLOCKED,BR332
2290,256,5791.0,ACC0000002290,LOAN,USD,2025-09-04,,ACTIVE,BR358
2291,987,4173.0,ACC0000002291,CHECKING,USD,2025-01-25,,DORMANT,BR217
2292,618,4822.0,ACC0000002292,DEPOSIT,USD,2023-03-24,,BLOCKED,BR445
2293,806,4423.0,ACC0000002293,CREDIT,USD,2022-06-25,,BLOCKED,BR463
2294,1150,756.0,ACC0000002294,DEPOSIT,USD,2025-10-24,,ACTIVE,BR248
2295,2047,2408.0,ACC0000002295,SAVINGS,USD,2025-06-20,,BLOCKED,BR412
2296,1149,1271.0,ACC0000002296,CREDIT,USD,2024-09-06,,BLOCKED,BR238
2297,1340,,ACC0000002297,CHECKING,USD,2025-03-22,,CLOSED,BR522
2298,1452,1145.0,ACC0000002298,SAVINGS,USD,2024-11-20,,ACTIVE,BR679
2299,2361,1649.0,ACC0000002299,CHECKING,USD,2025-09-30,,ACTIVE,BR760
2300,1172,5470.0,ACC0000002300,CREDIT,USD,2025-06-14,,BLOCKED,BR552
2301,2666,4159.0,ACC0000002301,CHECKING,USD,2023-06-21,,DORMANT,BR402
2302,2800,2761.0,ACC0000002302,SAVINGS,USD,2025-10-08,,ACTIVE,BR271
2303,1837,2542.0,ACC0000002303,CHECKING,USD,2025-11-01,,CLOSED,BR776
2304,2643,3531.0,ACC0000002304,CHECKING,USD,2024-02-07,,ACTIVE,BR560
2305,2298,5955.0,ACC0000002305,CHECKING,USD,2025-10-30,,BLOCKED,BR406
2306,614,,ACC0000002306,LOAN,USD,2022-10-17,,ACTIVE,BR198
2307,1213,4558.0,ACC0000002307,LOAN,USD,2024-01-13,,BLOCKED,BR889
2308,2200,1811.0,ACC0000002308,DEPOSIT,USD,2023-08-27,2025-12-04,DORMANT,BR292
2309,2665,5730.0,ACC0000002309,CHECKING,USD,2025-10-15,,DORMANT,BR733
2310,1684,1199.0,ACC0000002310,SAVINGS,USD,2024-06-20,2034-01-10,CLOSED,BR920
2311,2552,126.0,ACC0000002311,CREDIT,USD,2021-12-23,,ACTIVE,BR239
2312,2696,,ACC0000002312,LOAN,USD,2025-02-18,,BLOCKED,BR838
2313,981,4750.0,ACC0000002313,LOAN,USD,2025-05-22,,DORMANT,BR668
2314,553,,ACC0000002314,LOAN,USD,2024-02-09,2025-08-22,BLOCKED,BR461
2315,407,2819.0,ACC0000002315,SAVINGS,USD,2025-10-30,,BLOCKED,BR353
2316,1767,,ACC0000002316,DEPOSIT,USD,2023-02-04,,CLOSED,BR464
2317,782,2166.0,ACC0000002317,SAVINGS,USD,2024-06-11,,CLOSED,BR626
2318,1741,5939.0,ACC0000002318,SAVINGS,USD,2024-12-02,2029-10-12,BLOCKED,BR883
2319,2061,,ACC0000002319,CREDIT,USD,2022-03-10,,CLOSED,BR430
2320,413,975.0,ACC0000002320,CHECKING,USD,2021-03-16,2024-04-14,DORMANT,BR445
2321,1616,,ACC0000002321,SAVINGS,USD,2025-08-03,,ACTIVE,BR981
2322,562,,ACC0000002322,DEPOSIT,USD,2025-05-31,2030-04-29,CLOSED,BR642
2323,428,,ACC0000002323,DEPOSIT,USD,2025-08-07,,ACTIVE,BR970
2324,2427,,ACC0000002324,CHECKING,USD,2024-02-03,2029-12-11,DORMANT,BR324
2325,1090,,ACC0000002325,DEPOSIT,USD,2023-02-25,,ACTIVE,BR332
2326,2544,5399.0,ACC0000002326,DEPOSIT,USD,2024-09-18,,ACTIVE,BR855
2327,1160,4588.0,ACC0000002327,LOAN,USD,2024-11-27,,DORMANT,BR706
2328,2340,1265.0,ACC0000002328,SAVINGS,USD,2021-12-04,,ACTIVE,BR852
2329,1634,1156.0,ACC0000002329,SAVINGS,USD,2025-06-21,,ACTIVE,BR692
2330,1287,5409.0,ACC0000002330,DEPOSIT,USD,2024-04-15,,DORMANT,BR400
2331,2243,,ACC0000002331,CREDIT,USD,2021-06-24,,BLOCKED,BR125
2332,2984,,ACC0000002332,DEPOSIT,USD,2022-08-05,,ACTIVE,BR416
2333,1689,4554.0,ACC0000002333,LOAN,USD,2023-06-15,,DORMANT,BR312
2334,1969,2586.0,ACC0000002334,CREDIT,USD,2024-04-24,,BLOCKED,BR862
2335,122,,ACC0000002335,LOAN,USD,2024-04-13,,BLOCKED,BR713
2336,1834,,ACC0000002336,DEPOSIT,USD,2023-03-16,2028-06-06,CLOSED,BR854
2337,1513,1269.0,ACC0000002337,CHECKING,USD,2025-01-12,,CLOSED,BR271
2338,461,,ACC0000002338,CHECKING,USD,2024-01-13,,ACTIVE,BR295
2339,2057,4154.0,ACC0000002339,DEPOSIT,USD,2025-10-21,2034-04-13,ACTIVE,BR434
